112.21,49.506,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
112.21,49.506,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
117.3,48.487,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
117.3,46.449,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
116.28,44.92,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
110.17,45.939,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
104.56,45.939,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
100.49,46.449,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
96.92,46.449,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
96.92,46.959,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
93.863,46.959,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
95.392,44.92,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
99.978,44.92,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
113.74,40.844,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
120.87,38.806,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
121.89,40.334,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
122.91,43.392,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
119.85,43.392,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
117.3,44.411,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
117.3,44.92,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
114.75,43.392,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
116.28,42.882,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
119.34,42.373,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
120.87,42.373,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
119.85,42.373,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
119.34,41.863,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
118.83,41.863,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
119.34,41.863,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
120.36,41.863,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
121.89,42.882,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
122.4,43.901,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
123.42,43.901,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
119.85,43.901,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
119.85,43.901,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
119.85,43.901,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
119.85,44.92,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
120.36,44.92,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
120.36,44.92,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
120.36,45.43,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
119.85,45.43,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
119.85,45.43,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
119.85,45.43,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
119.34,45.43,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
121.38,45.43,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
124.95,44.92,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
126.47,43.901,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
126.47,42.882,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
125.46,42.882,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
124.44,40.844,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
122.4,39.315,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
121.89,39.315,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
120.36,38.806,92,116
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
120.36,38.806,92,116
