129,43,104,127
129,45,104,127
130,45,104,127
130,46,104,127
134,46,104,127
142,43,104,127
151,42,104,127
154,37,104,127
165,39,104,127
175,41,104,127
183,41,104,127
187,41,104,127
191,41,104,127
189,41,104,127
181,42,104,127
167,42,104,127
149,39,104,127
133,38,104,127
123,36,104,127
108,36,104,127
91,37,104,127
80,42,104,127
63,44,104,127
50,44,104,127
40,46,104,127
33,48,104,127
30,51,104,127
35,51,104,127
37,47,104,127
37,46,104,127
34,46,104,127
31,47,104,127
29,47,104,127
31,47,104,127
34,47,104,127
41,48,104,127
45,47,104,127
45,50,104,127
50,51,104,127
59,52,104,127
72,56,104,127
84,61,104,127
94,68,104,127
100,73,104,127
104,81,104,127
105,83,104,127
107,90,104,127
112,90,104,127
115,89,104,127
117,81,104,127
117,67,104,127
119,52,104,127
120,48,104,127
122,41,104,127
123,36,104,127
125,32,104,127
128,36,104,127
128,40,104,127
129,46,104,127
129,48,104,127
137,50,104,127
141,52,104,127
145,47,104,127
149,46,104,127
153,46,104,127
155,43,104,127
156,47,104,127
146,43,104,127
138,46,104,127
128,49,104,127
122,49,104,127
121,50,104,127
122,50,104,127
124,50,104,127
127,51,104,127
130,51,104,127
131,52,104,127
131,51,104,127
131,52,104,127
130,50,104,127
129,49,104,127
127,49,104,127
126,49,104,127
124,50,104,127
120,49,104,127
115,48,104,127
108,46,104,127
103,45,104,127
99,45,104,127
95,43,104,127
92,42,104,127
90,40,104,127
90,36,104,127
91,35,104,127
93,37,104,127
96,38,104,127
97,38,104,127
96,35,104,127
94,32,104,127
92,33,104,127
94,34,104,127
98,35,104,127
104,34,104,127
112,36,104,127
119,38,104,127
125,37,104,127
132,36,104,127
141,36,104,127
151,39,104,127
145,43,104,127
140,44,104,127
138,42,104,127
136,42,104,127
138,41,104,127
129,42,104,127
122,42,104,127
122,39,104,127
124,38,104,127
126,38,104,127
128,37,104,127
131,36,104,127
135,38,104,127
136,37,104,127
125,35,104,127
117,34,104,127
113,33,104,127
112,30,104,127
107,27,104,127
108,22,104,127
105,19,104,127
107,29,104,127
107,38,104,127
107,43,104,127
109,47,104,127
111,50,104,127
112,53,104,127
118,57,104,127
124,59,104,127
129,62,104,127
132,66,104,127
134,68,104,127
131,69,104,127
121,71,104,127
116,75,104,127
112,66,104,127
112,55,104,127
115,50,104,127
120,47,104,127
122,50,104,127
124,52,104,127
123,54,104,127
121,44,104,127
118,35,104,127
117,38,104,127
117,39,104,127
118,38,104,127
119,40,104,127
118,41,104,127
117,42,104,127
114,43,104,127
113,43,104,127
110,44,104,127
107,45,104,127
105,45,104,127
103,44,104,127
100,44,104,127
98,44,104,127
97,43,104,127
95,43,104,127
93,42,104,127
91,40,104,127
88,39,104,127
84,40,104,127
89,40,104,127
96,41,104,127
102,41,104,127
103,41,104,127
102,40,104,127
100,38,104,127
98,38,104,127
97,38,104,127
97,38,104,127
97,36,104,127
99,35,104,127
102,33,104,127
106,32,104,127
117,30,104,127
120,38,104,127
126,35,104,127
128,33,104,127
132,29,104,127
134,26,104,127
134,23,104,127
133,24,104,127
130,23,104,127
125,22,104,127
119,22,104,127
112,31,104,127
103,31,104,127
98,30,104,127
95,27,104,127
93,28,104,127
90,31,104,127
87,27,104,127
85,25,104,127
82,24,104,127
75,23,104,127
65,23,104,127
72,24,104,127
82,22,104,127
90,20,104,127
90,18,104,127
87,17,104,127
87,18,104,127
87,23,104,127
89,30,104,127
93,34,104,127
96,33,104,127
99,32,104,127
104,29,104,127
109,26,104,127
116,26,104,127
121,24,104,127
125,23,104,127
127,21,104,127
127,19,104,127
128,18,104,127
127,17,104,127
129,16,104,127
131,17,104,127
133,17,104,127
128,16,104,127
127,17,104,127
135,17,104,127
142,19,104,127
134,20,104,127
125,20,104,127
114,22,104,127
116,21,104,127
119,13,104,127
126,5,104,127
132,0,104,127
131,2,104,127
139,0,104,127
135,0,104,127
130,3,104,127
125,2,104,127
126,7,104,127
116,9,104,127
110,13,104,127
105,14,104,127
102,14,104,127
108,20,104,127
111,26,104,127
113,27,104,127
115,26,104,127
118,26,104,127
121,25,104,127
125,23,104,127
128,22,104,127
132,21,104,127
134,20,104,127
133,19,104,127
128,16,104,127
129,15,104,127
134,18,104,127
141,23,104,127
148,26,104,127
143,26,104,127
134,26,104,127
124,24,104,127
117,23,104,127
109,23,104,127
108,20,104,127
106,23,104,127
104,22,104,127
101,22,104,127
100,21,104,127
101,19,104,127
105,16,104,127
109,15,104,127
115,12,104,127
116,10,104,127
119,9,104,127
122,19,104,127
126,22,104,127
129,17,104,127
132,14,104,127
135,14,104,127
134,12,104,127
129,5,104,127
126,12,104,127
125,8,104,127
125,2,104,127
120,7,104,127
118,0,104,127
108,0,104,127
99,0,104,127
90,0,104,127
83,0,104,127
82,6,104,127
81,10,104,127
84,11,104,127
84,10,104,127
85,10,104,127
84,11,104,127
75,12,104,127
70,12,104,127
67,12,104,127
68,5,104,127
68,0,104,127
68,2,104,127
66,0,104,127
68,2,104,127
66,0,104,127
65,8,104,127
68,0,104,127
70,8,104,127
71,0,104,127
72,4,104,127
68,0,104,127
66,7,104,127
65,2,104,127
61,10,104,127
65,0,104,127
70,9,104,127
80,2,104,127
88,0,104,127
94,1,104,127
92,8,104,127
94,0,104,127
93,0,104,127
92,0,104,127
92,0,104,127
97,0,104,127
100,3,104,127
103,0,104,127
102,0,104,127
104,0,104,127
103,0,104,127
103,0,104,127
102,0,104,127
102,0,104,127
103,0,104,127
102,3,104,127
98,0,104,127
92,0,104,127
84,22,104,127
70,20,104,127
54,21,104,127
45,25,104,127
38,24,104,127
26,43,104,127
37,26,104,127
44,22,104,127
43,24,104,127
41,21,104,127
42,17,104,127
45,18,104,127
48,18,104,127
49,20,104,127
55,15,104,127
57,12,104,127
58,9,104,127
58,4,104,127
59,12,104,127
64,12,104,127
64,21,104,127
64,26,104,127
63,27,104,127
74,28,104,127
71,31,104,127
76,29,104,127
81,30,104,127
87,30,104,127
91,31,104,127
94,30,104,127
97,28,104,127
100,27,104,127
103,26,104,127
113,25,104,127
115,22,104,127
122,18,104,127
120,12,104,127
106,0,104,127
88,14,104,127
82,17,104,127
75,17,104,127
79,0,104,127
83,21,104,127
90,42,104,127
87,63,104,127
88,64,104,127
87,63,104,127
88,59,104,127
90,49,104,127
89,40,104,127
93,30,104,127
90,24,104,127
85,20,104,127
81,19,104,127
78,18,104,127
76,17,104,127
76,16,104,127
76,16,104,127
76,17,104,127
76,16,104,127
76,16,104,127
76,14,104,127
77,13,104,127
76,14,104,127
76,13,104,127
76,11,104,127
75,12,104,127
70,11,104,127
69,9,104,127
69,8,104,127
72,9,104,127
75,13,104,127
69,17,104,127
45,20,104,127
62,14,104,127
62,16,104,127
74,7,104,127
67,8,104,127
70,7,104,127
70,7,104,127
66,9,104,127
69,12,104,127
70,15,104,127
75,17,104,127
83,25,104,127
91,25,104,127
96,30,104,127
98,32,104,127
94,27,104,127
88,9,104,127
87,9,104,127
91,12,104,127
95,20,104,127
87,0,104,127
87,4,104,127
89,3,104,127
85,3,104,127
82,1,104,127
80,1,104,127
80,1,104,127
79,1,104,127
84,0,104,127
82,0,104,127
82,0,104,127
82,0,104,127
83,0,104,127
84,0,104,127
85,0,104,127
82,0,104,127
94,11,104,127
83,3,104,127
75,0,104,127
56,15,104,127
42,18,104,127
43,11,104,127
30,13,104,127
24,10,104,127
17,6,104,127
15,1,104,127
5,0,104,127
1,0,104,127
22,0,104,127
16,24,104,127
39,33,104,127
58,18,104,127
65,9,104,127
79,3,104,127
79,0,104,127
75,0,104,127
74,0,104,127
73,0,104,127
70,0,104,127
70,0,104,127
68,0,104,127
67,0,104,127
65,0,104,127
62,0,104,127
62,0,104,127
61,0,104,127
60,0,104,127
60,0,104,127
59,0,104,127
58,0,104,127
58,0,104,127
58,0,104,127
57,0,104,127
57,0,104,127
57,0,104,127
57,0,104,127
57,0,104,127
57,0,104,127
57,0,104,127
57,0,104,127
61,0,104,127
60,0,104,127
